Date,Grand Total,Territory,Zone,Item Name,Quantity,Amount
11/07/2025,879829.516,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Lemon up-1500 ml,1144,1235520
11/07/2025,879829.516,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Ice cream soda-1500 ml,104,112320
16/06/2025,1132554.852,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Lemon up-1000 ml,1980,1544400
12/07/2025,1047422.745,T - Ferozwatawan,A - Manawala,Cola-2250 ml,126,110880
12/07/2025,1047422.745,T - Ferozwatawan,A - Manawala,Cola-2250 ml,139.5,122760
12/07/2025,1047422.745,T - Ferozwatawan,A - Manawala,Cola-2250 ml,1302.5,1146200
12/07/2025,646799.04,T - Gulam Muhammad Abad (Fsd),A - Gulam Muhammad Abad (Fsd),Cola-300 ml,1200,864000
12/07/2025,439200,T - Wah Cantt,A - Wah Cantt,Cola-500 ml,600,576000
12/07/2025,1112755.644,T - MACCOWANA,A - Maccowana,Lemon up-1000 ml,1485,1158300
12/07/2025,1112755.644,T - MACCOWANA,A - Maccowana,Lemon up-1000 ml,495,386100
12/07/2025,1483674.192,T - Wah Cantt,A - Wah Cantt,Lemon up-1000 ml,2640,2059200
12/07/2025,827994.182,T - Bara Koh (Isb),A - Islamabad,Cola-300 ml,720,518400
12/07/2025,827994.182,T - Bara Koh (Isb),A - Islamabad,Cola-1500 ml,624,673920
12/07/2025,439914.758,T - LASANI TOWN ( FSD-II ),A - Lasani Town,Lemon up-1500 ml,624,673920
12/07/2025,455398.515,T - Bus Stand (Jhang),A - Tala Gang,Lemon up-1000 ml,825,643500
12/07/2025,422618.922,T - LASANI TOWN ( FSD-II ),A - Lasani Town,Cola-300 ml,440,316800
12/07/2025,422618.922,T - LASANI TOWN ( FSD-II ),A - Lasani Town,Cola-1000 ml,330,257400
12/07/2025,538999.2,T - LASANI TOWN ( FSD-II ),A - Lasani Town,Cola-300 ml,992,714240
12/07/2025,538999.2,T - LASANI TOWN ( FSD-II ),A - Lasani Town,Cola-300 ml,8,5760
12/07/2025,1026467.77,T - Mamoon Kanjan,A - Mureed Wala,Cola-1500 ml,832,898560
12/07/2025,1026467.77,T - Mamoon Kanjan,A - Mureed Wala,Lemon up-1500 ml,416,449280
12/07/2025,1026467.77,T - Mamoon Kanjan,A - Mureed Wala,Lemon up-1500 ml,208,224640
12/07/2025,1026467.77,T - MACCOWANA,A - Maccowana,Cola-1500 ml,1040,1123200
12/07/2025,1026467.77,T - MACCOWANA,A - Maccowana,Lemon up-1500 ml,416,449280
12/07/2025,442908.326,T - MACCOWANA,A - Maccowana,Cola-2250 ml,224,197120
12/07/2025,442908.326,T - MACCOWANA,A - Maccowana,Lemon up-1500 ml,416,449280
12/07/2025,299263.641,T - MACCOWANA,A - Maccowana,Cola-2250 ml,415.5,365640
12/07/2025,299263.641,T - MACCOWANA,A - Maccowana,Cola-2250 ml,32.5,28600
12/07/2025,517439.232,T - MACCOWANA,A - Maccowana,Cola-300 ml,960,691200
11/07/2025,1759659.034,T - Manzoor Town (Toba),A - Tobba Tak Singh,Lemon up-1500 ml,1976,2134080
11/07/2025,1759659.034,T - Manzoor Town (Toba),A - Tobba Tak Singh,Lemon up-1500 ml,520,561600
11/07/2025,497724.07,T - SHEIKH YOUSAF ADDAH,A - D. I . Khan-I,Lemon up-1500 ml,706,762480
11/07/2025,860089.752,T - SHEIKH YOUSAF ADDAH,A - D. I . Khan-I,Lemon up-1500 ml,1220,1317600
11/07/2025,185459.274,T - Attock,A - Attock,Cola-1000 ml,330,257400
11/07/2025,480474.893,T - Attock,A - Attock,Lemon up-1500 ml,672,725760
11/07/2025,743592.096,T - Qainchi Moor (Sgd),A - Qainchi Moor (Sgd),Lemon up-1500 ml,1040,1123200
11/07/2025,8784,T - Jhang Road Bhakkar,A - Bhakkar,Cola-500 ml,12,11520
11/07/2025,752601.775,T - Bhakkar City,A - Bhakkar,Lemon up-1500 ml,936,1010880
11/07/2025,752601.775,T - Bhakkar City,A - Bhakkar,Lemon up-1000 ml,165,128700
11/07/2025,1332284.471,T - Jhang Road Bhakkar,A - Bhakkar,Cola-500 ml,132,126720
11/07/2025,1332284.471,T - Jhang Road Bhakkar,A - Bhakkar,Cola-1000 ml,1155,900900
11/07/2025,1332284.471,T - Jhang Road Bhakkar,A - Bhakkar,Lemon up-1500 ml,832,898560
11/07/2025,405087.399,T - Katarian (Rwp),A - Raja Bazar Rawalpindi,Lemon up-1500 ml,180,194400
11/07/2025,405087.399,T - Katarian (Rwp),A - Raja Bazar Rawalpindi,Lemon up-1000 ml,495,386100
09/07/2025,254023.006,T - Khwaza Khela,A - Sawat,Cola-1000 ml,452,352560
11/07/2025,1090009.98,T - Sadiqabad (Rwp),A - Raja Bazar Rawalpindi,Cola-1000 ml,660,514800
11/07/2025,1090009.98,T - Sadiqabad (Rwp),A - Raja Bazar Rawalpindi,Lemon up-1500 ml,416,449280
11/07/2025,1090009.98,T - Sadiqabad (Rwp),A - Raja Bazar Rawalpindi,Lemon up-1500 ml,604,652320
11/07/2025,148718.419,T - Qainchi Moor (Sgd),A - Qainchi Moor (Sgd),Lemon up-1500 ml,208,224640
11/07/2025,879829.516,T - Qainchi Moor (Sgd),A - Qainchi Moor (Sgd),Lemon up-1500 ml,1248,1347840
11/07/2025,612637.7,T - TARNOL (ISB),A - Islamabad,Lemon up-1500 ml,416,449280
11/07/2025,612637.7,T - TARNOL (ISB),A - Islamabad,Lemon up-1500 ml,357,385560
11/07/2025,612637.7,T - TARNOL (ISB),A - Islamabad,Lemon up-1500 ml,96,103680
11/07/2025,1070905.752,T - TARNOL (ISB),A - Islamabad,Cola-500 ml,288,276480
11/07/2025,1070905.752,T - TARNOL (ISB),A - Islamabad,Cola-1500 ml,450,486000
11/07/2025,1070905.752,T - TARNOL (ISB),A - Islamabad,Cola-1500 ml,770,831600
11/07/2025,146638.252,T - KHUSHAB CITY,A - Kushab,Cola-1500 ml,208,224640
08/07/2025,1112755.644,T - KHUSHAB CITY,A - Kushab,Cola-1000 ml,1980,1544400
03/07/2025,649107.459,T - KHUSHAB CITY,A - Kushab,Cola-1000 ml,1155,900900
11/07/2025,96029.505,T - Lawa,A - Tala Gang,Cola-1000 ml,165,128700
11/07/2025,146638.252,T - Lawa,A - Tala Gang,Lemon up-1500 ml,208,224640
11/07/2025,293276.506,T - Lawa,A - Tala Gang,Lemon up-1500 ml,416,449280
11/07/2025,333461.026,T - Lawa,A - Tala Gang,Cola-1500 ml,473,510840
11/07/2025,1032863.967,T - Lawa,A - Tala Gang,Cola-1000 ml,495,386100
11/07/2025,1032863.967,T - Lawa,A - Tala Gang,Lemon up-1500 ml,520,561600
11/07/2025,1032863.967,T - Lawa,A - Tala Gang,Twister-300 ml,720,518400
11/07/2025,231002.957,T - Khurrian Wala,A - Khurrianwala,Juices-Mauj Mango-500 ml,308,295680
11/07/2025,370463.847,T - Khurrian Wala,A - Khurrianwala,Cola-300 ml,480,345600
11/07/2025,370463.847,T - Khurrian Wala,A - Khurrianwala,Zeera Cola-500 ML,38,41040
11/07/2025,370463.847,T - Khurrian Wala,A - Khurrianwala,Zeera Cola-500 ML,106,114480
11/07/2025,566277.426,T - Khurrian Wala,A - Khurrianwala,Cola-1000 ml,990,772200
11/07/2025,92729.637,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-1000 ml,165,128700
11/07/2025,439914.758,T - Chaudry Colony (Jhang),A - Jhang-Ii,Lemon up-1500 ml,624,673920
11/07/2025,71499.675,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-1000 ml,125,97500
11/07/2025,384118.02,T - Kot Momin (Sgd),A - Kot Momin (Sgd),Lemon up-1000 ml,660,514800
07/07/2025,154112.358,T - Kot Momin (Sgd),A - Kot Momin (Sgd),Cola-2250 ml,224,197120
11/07/2025,293276.506,T - Tandliian Wala,A - Tandliian Wala,Lemon up-1500 ml,212,228960
11/07/2025,293276.506,T - Tandliian Wala,A - Tandliian Wala,Lemon up-1500 ml,204,220320
11/07/2025,366595.632,T - Tandliian Wala,A - Tandliian Wala,Cola-1500 ml,520,561600
10/07/2025,463648.185,T - Jhang,A - Jhang-I,Cola-1000 ml,825,643500
11/07/2025,228724.82,T - Jehlem,A - Jehlum,Cola-1000 ml,393,306540
11/07/2025,211497.48,T - Jehlem,A - Jehlum,Cola-1500 ml,300,324000
11/07/2025,624263.912,T - Jehlem,A - Jehlum,Cola-300 ml,240,172800
11/07/2025,624263.912,T - Jehlem,A - Jehlum,Lemon up-1500 ml,546,589680
11/07/2025,624263.912,T - Jehlem,A - Jehlum,Lemon up-1500 ml,156,168480
11/07/2025,1175105.981,T - Sidhu Pura,A - SIDHU PURA,Juices-Mauj Mango-500 ml,1078,1034880
11/07/2025,1175105.981,T - Sidhu Pura,A - SIDHU PURA,Lemon up-1500 ml,520,561600
08/07/2025,879829.516,T - LASANI TOWN ( FSD-II ),A - Lasani Town,Cola-1500 ml,1248,1347840
10/07/2025,1167516.844,T - LASANI TOWN ( FSD-II ),A - Lasani Town,Cola-300 ml,1200,864000
10/07/2025,1167516.844,T - LASANI TOWN ( FSD-II ),A - Lasani Town,Cola-2250 ml,560,492800
10/07/2025,1167516.844,T - LASANI TOWN ( FSD-II ),A - Lasani Town,Lemon up-1500 ml,208,224640
11/07/2025,192059.01,T - Chakian Adda (Sgd),A - Chakian Adda (Sgd),Cola-1000 ml,330,257400
11/07/2025,849654.328,T - Chakian Adda (Sgd),A - Chakian Adda (Sgd),Lemon up-1000 ml,330,257400
11/07/2025,849654.328,T - Chakian Adda (Sgd),A - Chakian Adda (Sgd),Lemon up-1500 ml,312,336960
11/07/2025,849654.328,T - Chakian Adda (Sgd),A - Chakian Adda (Sgd),Ice cream soda-1500 ml,104,112320
11/07/2025,849654.328,T - Chakian Adda (Sgd),A - Chakian Adda (Sgd),Lemon up-1000 ml,660,514800
11/07/2025,247261.478,T - Kanjwani,A - Tandliian Wala,Juices-Mauj Mango-500 ml,154,147840
11/07/2025,247261.478,T - Kanjwani,A - Tandliian Wala,Cola-300 ml,240,172800
11/07/2025,96029.505,T - Kanjwani,A - Tandliian Wala,Cola-1000 ml,165,128700
11/07/2025,219957.38,T - Jhang Road Gojra,A - Gojra,Lemon up-1500 ml,312,336960
11/07/2025,219957.38,T - Samundri,A - Samundri,Cola-1500 ml,208,224640
11/07/2025,219957.38,T - Samundri,A - Samundri,Lemon up-1500 ml,104,112320
11/07/2025,188759.142,T - Samundri,A - Samundri,Cola-1000 ml,330,257400
11/07/2025,263520,T - Samundri,A - Samundri,Cola-300 ml,480,345600
11/07/2025,366595.632,T - Samundri,A - Samundri,Cola-1500 ml,208,224640
11/07/2025,366595.632,T - Samundri,A - Samundri,Lemon up-1500 ml,312,336960
05/07/2025,606957.624,T - Qaidabad,A - Joharabad,Cola-1000 ml,1080,842400
11/07/2025,918650.538,T - Manawala,A - Manawala,Cola-1000 ml,220,171600
11/07/2025,918650.538,T - Manawala,A - Manawala,Cola-1500 ml,1040,1123200
11/07/2025,918650.538,T - Manawala,A - Manawala,Cola-1000 ml,110,85800
11/07/2025,879829.516,T - CHINIOT-II,A - Chiniot,Cola-1500 ml,1248,1347840
11/07/2025,338579.107,T - Jaranwala,A - Jaranwala-I,Juices-Mauj Mango-500 ml,154,147840
11/07/2025,338579.107,T - Jaranwala,A - Jaranwala-I,Cola-1500 ml,312,336960
11/07/2025,146638.252,T - Jaranwala,A - Jaranwala-I,Cola-1500 ml,208,224640
11/07/2025,566277.426,T - Jaranwala,A - Jaranwala-I,Cola-1000 ml,165,128700
11/07/2025,566277.426,T - Jaranwala,A - Jaranwala-I,Lemon up-1000 ml,330,257400
11/07/2025,566277.426,T - Jaranwala,A - Jaranwala-I,Lemon up-1000 ml,495,386100
11/07/2025,879829.516,T - Shah Pur,A - Shah Pur,Lemon up-1500 ml,1040,1123200
11/07/2025,879829.516,T - Shah Pur,A - Shah Pur,Ice cream soda-1500 ml,208,224640
11/07/2025,733191.264,T - Adda 46,A - Lalian,Lemon up-1500 ml,1040,1123200
11/07/2025,586553.012,T - Kot Momin (Sgd),A - Kot Momin (Sgd),Lemon up-1500 ml,832,898560
11/07/2025,892310.515,T - Liaqat Colony (Sgd),A - Qainchi Moor (Sgd),Lemon up-1500 ml,520,561600
11/07/2025,892310.515,T - Liaqat Colony (Sgd),A - Qainchi Moor (Sgd),Lemon up-1500 ml,728,786240
11/07/2025,879829.516,T - Liaqat Colony (Sgd),A - Qainchi Moor (Sgd),Lemon up-1500 ml,1248,1347840
11/07/2025,2158633.925,T - Islamabad- 2,A - Islamabad,Cola-1500 ml,1308,1412640
11/07/2025,2158633.925,T - Islamabad- 2,A - Islamabad,Lemon up-1000 ml,2145,1673100
11/07/2025,2158633.925,T - Islamabad- 2,A - Islamabad,Cola-1500 ml,44,47520
11/07/2025,188820.605,T - Islamabad- 2,A - Islamabad,Juices-Mauj Mango-500 ml,154,147840
11/07/2025,188820.605,T - Islamabad- 2,A - Islamabad,Cola-1500 ml,104,112320
11/07/2025,1266800.472,T - MINGORA CITY,A - Sawat,Cola-300 ml,495,356400
11/07/2025,1266800.472,T - MINGORA CITY,A - Sawat,Cola-1500 ml,1040,1123200
11/07/2025,1266800.472,T - MINGORA CITY,A - Sawat,Twister-300 ml,495,356400
11/07/2025,73319.126,T - MINGORA CITY,A - Sawat,Cola-1500 ml,104,112320
11/07/2025,1462857.57,T - SHEIKH YOUSAF ADDAH,A - D. I . Khan-I,Lemon up-1500 ml,1144,1235520
11/07/2025,1462857.57,T - SHEIKH YOUSAF ADDAH,A - D. I . Khan-I,Lemon up-1500 ml,931,1005480
11/07/2025,2225511.288,T - University Road (Pwr),A - Peshawar-Ii,Cola-1000 ml,3960,3088800
11/07/2025,92729.637,T - University Road (Pwr),A - Peshawar-Ii,Cola-1000 ml,165,128700
23/06/2025,63449.244,T - SHEIKH YOUSAF ADDAH,A - D. I . Khan-I,Lemon up-1500 ml,90,97200
19/06/2025,916489.08,T - SHEIKH YOUSAF ADDAH,A - D. I . Khan-I,Lemon up-1500 ml,1300,1404000
10/07/2025,521944.452,T - Qaidabad,A - Joharabad,Lemon up-1500 ml,730,788400
11/07/2025,1906297.286,T - University Road (Pwr),A - Peshawar-Ii,Cola-1500 ml,1664,1797120
11/07/2025,1906297.286,T - University Road (Pwr),A - Peshawar-Ii,Cola-1500 ml,1040,1123200
04/07/2025,1043104.584,T - Jehlem,A - Jehlum,Cola-1000 ml,1780,1388400
04/07/2025,1043104.584,T - Jehlem,A - Jehlum,Cola-1500 ml,10,10800
10/07/2025,193872.69,T - TARNOL (ISB),A - Islamabad,Lemon up-1500 ml,275,297000
04/07/2025,94379.571,T - Khurrian Wala,A - Khurrianwala,Cola-1000 ml,165,128700
28/06/2025,304260.62,T - Khurrian Wala,A - Khurrianwala,Juices-Mauj Mango-500 ml,132,126720
28/06/2025,304260.62,T - Khurrian Wala,A - Khurrianwala,Cola-1000 ml,330,257400
28/06/2025,304260.62,T - Khurrian Wala,A - Khurrianwala,Juices-Mauj Mango-500 ml,22,21120
03/07/2025,480147.525,T - Chakian Adda (Sgd),A - Chakian Adda (Sgd),Cola-1000 ml,165,128700
03/07/2025,480147.525,T - Chakian Adda (Sgd),A - Chakian Adda (Sgd),Twister-1000 ml,660,514800
03/07/2025,192059.01,T - Chakian Adda (Sgd),A - Chakian Adda (Sgd),Cola-1000 ml,330,257400
10/07/2025,1149385.815,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-300 ml,240,172800
10/07/2025,1149385.815,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-1000 ml,1815,1415700
11/07/2025,2022760.35,T - Nowshera,A - Kushab,Cola-1500 ml,2080,2246400
11/07/2025,2022760.35,T - Nowshera,A - Kushab,Lemon up-1000 ml,825,643500
11/07/2025,2022760.35,T - Nowshera,A - Kushab,Lemon up-1000 ml,165,128700
11/07/2025,146638.252,T - Nowshera,A - Kushab,Cola-1500 ml,40,43200
11/07/2025,146638.252,T - Nowshera,A - Kushab,Cola-1500 ml,168,181440
30/06/2025,935455.825,T - Chaudry Colony (Jhang),A - Jhang-Ii,Lemon up-300 ml,240,172800
30/06/2025,935455.825,T - Chaudry Colony (Jhang),A - Jhang-Ii,Twister-1500 ml,208,224640
30/06/2025,935455.825,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-1000 ml,1155,900900
11/07/2025,1198778.684,T - Raja Jang,A - Raja Jang,Cola-300 ml,960,691200
11/07/2025,1198778.684,T - Raja Jang,A - Raja Jang,Cola-1000 ml,790,616200
11/07/2025,1198778.684,T - Raja Jang,A - Raja Jang,Twister-300 ml,240,172800
11/07/2025,1198778.684,T - Raja Jang,A - Raja Jang,Juices-Mauj Mango-500 ml,38,36480
11/07/2025,1198778.684,T - Raja Jang,A - Raja Jang,Juices-Mauj Mango-500 ml,16,15360
11/07/2025,1198778.684,T - Raja Jang,A - Raja Jang,Juices-Mauj Mango-500 ml,29,27840
11/07/2025,1198778.684,T - Raja Jang,A - Raja Jang,Juices-Mauj Mango-500 ml,61,58560
11/07/2025,879829.516,T - Jhang Road Gojra,A - Gojra,Lemon up-1500 ml,1248,1347840
11/07/2025,146638.252,T - Jhang Road Gojra,A - Gojra,Lemon up-1500 ml,208,224640
03/07/2025,439914.758,T - Samundri,A - Samundri,Cola-1500 ml,624,673920
01/07/2025,660656.997,T - Samundri,A - Samundri,Cola-1000 ml,1155,900900
01/07/2025,1223815.05,T - Kanjwani,A - Tandliian Wala,Cola-300 ml,480,345600
01/07/2025,1223815.05,T - Kanjwani,A - Tandliian Wala,Cola-1000 ml,1650,1287000
01/07/2025,480147.525,T - Kanjwani,A - Tandliian Wala,Cola-1000 ml,825,643500
10/07/2025,682819.632,T - Jhang Road Gojra,A - Gojra,Cola-500 ml,288,276480
10/07/2025,682819.632,T - Jhang Road Gojra,A - Gojra,Lemon up-500 ml,144,138240
10/07/2025,682819.632,T - Jhang Road Gojra,A - Gojra,Lemon up-1500 ml,520,561600
09/07/2025,258382.483,T - Adda 46,A - Lalian,Lemon up-1500 ml,208,224640
09/07/2025,258382.483,T - Adda 46,A - Lalian,Zeera Cola-500 ML,144,155520
11/07/2025,834566.733,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Cola-1000 ml,1485,1158300
11/07/2025,1371475.26,T - Chakian Adda (Sgd),A - Chakian Adda (Sgd),Cola-300 ml,480,345600
11/07/2025,1371475.26,T - Chakian Adda (Sgd),A - Chakian Adda (Sgd),Lemon up-1000 ml,1980,1544400
11/07/2025,1054249.157,T - Malik Wal,A - Malik Wal,Cola-300 ml,740,532800
11/07/2025,1054249.157,T - Malik Wal,A - Malik Wal,Cola-1000 ml,936,730080
11/07/2025,1054249.157,T - Malik Wal,A - Malik Wal,Twister-300 ml,240,172800
11/07/2025,1293943.245,T - Lucky Marwat,A - Lucky Marwat,Cola-1000 ml,825,643500
11/07/2025,1293943.245,T - Lucky Marwat,A - Lucky Marwat,Cola-2250 ml,224,197120
11/07/2025,1293943.245,T - Lucky Marwat,A - Lucky Marwat,Lemon up-1500 ml,104,112320
11/07/2025,1293943.245,T - Lucky Marwat,A - Lucky Marwat,Twister-300 ml,240,172800
11/07/2025,1293943.245,T - Lucky Marwat,A - Lucky Marwat,Ice cream soda-1500 ml,208,224640
11/07/2025,1293943.245,T - Lucky Marwat,A - Lucky Marwat,Cola-1500 ml,470,507600
11/07/2025,1528365.888,T - USMAN WALA KHUDIAN,A - Khudian,Cola-300 ml,2160,1555200
11/07/2025,1528365.888,T - USMAN WALA KHUDIAN,A - Khudian,Cola-500 ml,144,138240
11/07/2025,1528365.888,T - USMAN WALA KHUDIAN,A - Khudian,Twister-300 ml,480,345600
23/06/2025,1090433.962,T - Jaranwala,A - Jaranwala-I,Cola-1000 ml,1650,1287000
23/06/2025,1090433.962,T - Jaranwala,A - Jaranwala-I,Cola-1500 ml,208,224640
07/07/2025,146638.252,T - Jaranwala,A - Jaranwala-I,Cola-1500 ml,208,224640
27/06/2025,188759.142,T - Jaranwala,A - Jaranwala-I,Cola-1000 ml,330,257400
19/06/2025,188759.142,T - Jaranwala,A - Jaranwala-I,Cola-1000 ml,330,257400
19/06/2025,377518.284,T - Jaranwala,A - Jaranwala-I,Cola-1000 ml,660,514800
11/07/2025,1112755.644,T - Jhang Road Gojra,A - Gojra,Cola-1000 ml,1980,1544400
11/07/2025,1304274.983,T - Bus Stand Arifwala,A - Arif Wala,Juices-Mauj Mango-500 ml,154,147840
11/07/2025,1304274.983,T - Bus Stand Arifwala,A - Arif Wala,Cola-300 ml,890,640800
11/07/2025,1304274.983,T - Bus Stand Arifwala,A - Arif Wala,Cola-1000 ml,825,643500
11/07/2025,1304274.983,T - Bus Stand Arifwala,A - Arif Wala,Twister-300 ml,248,178560
11/07/2025,1304274.983,T - Bus Stand Arifwala,A - Arif Wala,Zeera Cola-500 ML,144,155520
11/07/2025,1552317.696,T - Ellahabad,A - Khudian,Cola-300 ml,2400,1728000
11/07/2025,1552317.696,T - Ellahabad,A - Khudian,Twister-300 ml,480,345600
11/07/2025,1094841.918,T - Manawala,A - Manawala,Cola-1000 ml,825,643500
11/07/2025,1094841.918,T - Manawala,A - Manawala,Cola-2250 ml,112,98560
11/07/2025,1094841.918,T - Manawala,A - Manawala,Lemon up-1000 ml,990,772200
05/07/2025,2318240.925,T - University Road (Pwr),A - Peshawar-Ii,Cola-1000 ml,4125,3217500
11/07/2025,1313067.375,T - Gujranwala Khayali Bypass,A - Khayali Bypass,Cola-1000 ml,495,386100
11/07/2025,1313067.375,T - Gujranwala Khayali Bypass,A - Khayali Bypass,Twister-300 ml,960,691200
11/07/2025,1313067.375,T - Gujranwala Khayali Bypass,A - Khayali Bypass,Cola-300 ml,960,691200
11/07/2025,1279661.443,T - CHITI KOTHI ROAD-SKP,A - Sheikhpura-Ii,Juices-Mauj Mango-500 ml,312,299520
11/07/2025,1279661.443,T - CHITI KOTHI ROAD-SKP,A - Sheikhpura-Ii,Cola-300 ml,1200,864000
11/07/2025,1279661.443,T - CHITI KOTHI ROAD-SKP,A - Sheikhpura-Ii,Twister-300 ml,740,532800
11/07/2025,1026467.77,T - Shah Pur,A - Shah Pur,Lemon up-1500 ml,1456,1572480
11/07/2025,1026467.77,T - Sillanwali,A - Sillanwali,Lemon up-1500 ml,978,1056240
11/07/2025,1026467.77,T - Sillanwali,A - Sillanwali,Lemon up-1500 ml,478,516240
11/07/2025,879829.516,T - KHUSHAB CITY,A - Kushab,Lemon up-1500 ml,1144,1235520
11/07/2025,879829.516,T - KHUSHAB CITY,A - Kushab,Ice cream soda-1500 ml,104,112320
11/07/2025,693505.613,T - Samundri,A - Samundri,Cola-2250 ml,183.5,161480
11/07/2025,693505.613,T - Samundri,A - Samundri,Cola-2250 ml,824.5,725560
11/07/2025,154112.358,T - Samundri,A - Samundri,Cola-2250 ml,224,197120
11/07/2025,223077.629,T - Samundri,A - Samundri,Lemon up-1500 ml,312,336960
11/07/2025,598527.284,T - Shah Kot,A - Khurrianwala,Cola-2250 ml,394,346720
11/07/2025,598527.284,T - Shah Kot,A - Khurrianwala,Cola-2250 ml,502,441760
11/07/2025,219957.38,T - Kalowal (Sgd),A - Bhagtanwala,Lemon up-1500 ml,312,336960
11/07/2025,219957.38,T - Kalowal (Sgd),A - Bhagtanwala,Cola-1500 ml,312,336960
11/07/2025,73319.126,T - Kalowal (Sgd),A - Bhagtanwala,Ice cream soda-1500 ml,104,112320
11/07/2025,513233.884,T - Kalowal (Sgd),A - Bhagtanwala,Lemon up-1500 ml,728,786240
09/07/2025,1112755.644,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Cola-1000 ml,1805,1407900
09/07/2025,1112755.644,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Cola-1000 ml,175,136500
09/07/2025,1112755.644,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Cola-1000 ml,1980,1544400
09/07/2025,1020026.007,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Cola-1000 ml,1815,1415700
10/07/2025,1112755.644,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Cola-1000 ml,1980,1544400
11/07/2025,146638.252,T - CHAKWAL-I,A - Chakwal,Lemon up-1500 ml,104,112320
11/07/2025,146638.252,T - CHAKWAL-I,A - Chakwal,Lemon up-1500 ml,104,112320
11/07/2025,1475028.36,T - CHAKWAL-I,A - Chakwal,Cola-1000 ml,1320,1029600
11/07/2025,1475028.36,T - CHAKWAL-I,A - Chakwal,Lemon up-1500 ml,1040,1123200
11/07/2025,370918.548,T - CHAKWAL-I,A - Chakwal,Cola-1000 ml,660,514800
11/07/2025,74815.911,T - CHAKWAL-I,A - Chakwal,Cola-2250 ml,112,98560
10/07/2025,148718.419,T - Satellite Town (Sgd),A - Satellite Town (Sgd),Lemon up-1500 ml,208,224640
10/07/2025,73319.126,T - Satellite Town (Sgd),A - Satellite Town (Sgd),Lemon up-1500 ml,104,112320
10/07/2025,727084.374,T - Satellite Town (Sgd),A - Satellite Town (Sgd),Cola-1000 ml,495,386100
10/07/2025,727084.374,T - Satellite Town (Sgd),A - Satellite Town (Sgd),Cola-2250 ml,672,591360
10/07/2025,1132554.852,T - CHAKWAL-I,A - Chakwal,Lemon up-1000 ml,1980,1544400
10/07/2025,1099786.896,T - CHAKWAL-I,A - Chakwal,Lemon up-1500 ml,624,673920
10/07/2025,1099786.896,T - CHAKWAL-I,A - Chakwal,Lemon up-1500 ml,934,1008720
10/07/2025,1099786.896,T - CHAKWAL-I,A - Chakwal,Lemon up-1500 ml,2,2160
10/07/2025,2052935.54,T - University Road (Pwr),A - Peshawar-Ii,Lemon up-1500 ml,208,224640
10/07/2025,2052935.54,T - University Road (Pwr),A - Peshawar-Ii,Lemon up-1500 ml,1283.832,1386538.56
10/07/2025,2052935.54,T - University Road (Pwr),A - Peshawar-Ii,Lemon up-1500 ml,1420.168,1533781.44
10/07/2025,513233.884,T - Kalowal (Sgd),A - Bhagtanwala,Cola-1500 ml,728,786240
19/06/2025,73319.126,T - Kalowal (Sgd),A - Bhagtanwala,Lemon up-1500 ml,104,112320
22/06/2025,586553.012,T - Kalowal (Sgd),A - Bhagtanwala,Lemon up-1500 ml,832,898560
11/07/2025,1466382.528,T - Pahar Pur,A - Pahar Pur,Ice cream soda-1500 ml,2080,2246400
10/07/2025,947041.752,T - Bheera,A - Bheera,Cola-1000 ml,495,386100
10/07/2025,947041.752,T - Bheera,A - Bheera,Cola-2250 ml,286,251680
10/07/2025,947041.752,T - Bheera,A - Bheera,Lemon up-1500 ml,208,224640
10/07/2025,947041.752,T - Bheera,A - Bheera,Ice cream soda-1500 ml,104,112320
10/07/2025,947041.752,T - Bheera,A - Bheera,Cola-2250 ml,386,339680
10/07/2025,770561.792,T - Bheera,A - Bheera,Cola-2250 ml,1120,985600
11/07/2025,1645950.028,T - Sillanwali,A - Sillanwali,Cola-2250 ml,2464,2168320
11/07/2025,462337.075,T - Sillanwali,A - Sillanwali,Cola-2250 ml,672,591360
09/07/2025,385280.896,T - Samundri,A - Samundri,Cola-2250 ml,560,492800
09/07/2025,430773.38,T - CHAKWAL-I,A - Chakwal,Cola-500 ml,144,138240
09/07/2025,430773.38,T - CHAKWAL-I,A - Chakwal,Lemon up-500 ml,144,138240
09/07/2025,430773.38,T - CHAKWAL-I,A - Chakwal,Lemon up-1500 ml,312,336960
11/07/2025,969613.267,T - Sacha Soda Farooqabad,A - Farooqabad,Cola-1500 ml,208,224640
11/07/2025,969613.267,T - Sacha Soda Farooqabad,A - Farooqabad,Cola-2250 ml,102,89760
